SITE,CONST,YR,DOY,MP1,MP2,MP5,OSMP1,OSMP2,OSMP5,OSGF,OSMW,OSIOD,S1,S2,S5X
MANI,G,24,184,0.1985,0.2391,0.158,2728.64,2308.77,16788,4287.86,500.25,4287.86,41.17671794,43.02131358,45.89246997
MANI,G,24,185,0.1827,0.2306,0.1451,2128.43,1568.16,16665,3310.89,451.485,2708.91,41.11466977,43.01511688,45.8710881
MANI,G,24,186,0.2032,0.2404,0.1949,1871.19,1575.58,8359,2721.73,544.345,2721.73,41.08329749,43.03941232,45.88095406
MANI,G,24,187,0.1853,0.2321,0.1534,1250.83,1154.62,3356.2,2001.33,476.508,2001.33,41.06617006,43.02076985,45.89760651
MANI,G,24,188,0.1877,0.2315,0.1653,1156.15,1036.48,2401,2312.31,484.839,1431.43,41.0702432,43.02876444,45.90847022
MANI,G,24,189,0.188,0.23,0.1805,1576.42,1302.17,16725,2496,516.414,2496,41.08548638,42.98616766,45.86978886
MANI,G,24,190,0.1905,0.2322,0.1598,1026.79,960.548,3324.8,1751.59,488.148,1488.85,41.10561719,43.0701432,45.93982165
MANI,G,24,191,0.197,0.2354,0.1653,1761.35,1497.15,5593.67,2994.3,475.286,2495.25,41.05403437,42.97302097,45.87032285
MANI,G,24,192,0.1855,0.2262,0.1536,2005.6,1769.47,0,2507,601.68,2507,41.06686117,42.97146812,45.88939465
MANI,G,24,193,0.1964,0.2351,0.1708,1204.04,1074.93,4221.25,2150.07,470.328,1770.65,41.04641952,42.97198875,45.87878329
MANI,G,24,194,0.1942,0.2345,0.1553,1114.63,1037.72,3374.6,1671.94,590.098,1583.95,41.07881342,43.00591968,45.9466003
MANI,G,24,195,0.1913,0.2271,0.1696,1492.4,1297.65,5568.33,2132,438.941,1865.5,40.98644507,43.02873953,45.92577707
MANI,G,24,196,0.2022,0.2327,0.154,968.742,883.235,3361.2,1766.53,682.523,1501.55,41.00246205,43.03707467,45.91484645
MANI,G,24,197,0.1876,0.2325,0.1636,1248.38,1152.35,8382,2304.69,832.25,2140.07,41.08752027,43.01309977,45.93493271
MANI,G,24,198,0.2009,0.236,0.1696,693.651,662.8,2781,1569.84,408.589,1065.25,41.08652058,42.99194156,45.89446626
MANI,G,24,199,0.1913,0.229,0.1566,1302.26,1247.96,8385.5,2139.43,587.294,1996.8,40.99600344,42.98913963,45.87809005
MANI,G,24,200,0.1902,0.2307,0.1746,1148.81,933.375,4176.5,2133.5,459.523,1659.39,41.03031077,43.02502144,45.92105418
MANI,G,24,201,0.1899,0.234,0.1648,1754.12,1656.56,5567.33,2485,497,2485,41.02063186,43.03994753,45.93198566
MANI,G,24,202,0.2015,0.2344,0.17,932.938,878.029,1673.3,1658.56,459.292,1357,40.98033277,43.03511598,45.90986205
MANI,G,24,203,0.1934,0.2253,0.1631,1181.88,1055.21,2742.67,1846.69,422.1,1555.11,40.98845355,43.04546165,45.9522711
MANI,G,24,204,0.1973,0.2309,0.1572,1069.96,907.818,2791.67,2304.54,680.886,2304.54,40.97924684,43.04313885,45.96748768
MANI,G,24,205,0.1907,0.2311,0.1821,992.8,992.8,1853.22,1752,480.387,1654.67,40.95947741,43.07076109,45.959947
MANI,G,24,206,0.206,0.238,0.1763,927.469,847.971,8299,1483.95,430.13,1023.41,40.95286444,43.09119388,45.9563646
MANI,G,24,207,0.2164,0.2441,0.1895,298.69,266.679,574.552,553.13,276.565,351.4,40.96442289,43.07570808,45.93975506
MANI,G,24,208,0.1939,0.231,0.1705,1567.68,1418.29,16659,1861.62,472.794,1752.12,40.93753157,43.07069506,45.99542669
MANI,G,24,209,0.1927,0.2278,0.1485,1189.84,1025.69,5548.67,1487.3,512.862,1416.48,40.9173468,43.11816105,45.98210284
MANI,G,24,210,0.2094,0.2373,0.1917,619.375,540.509,692.833,991,479.516,782.368,40.92053708,43.03079604,45.9387373
MANI,G,24,211,0.1987,0.2362,0.1536,1198.44,966.452,1673.1,1762.41,525.632,1576.89,40.94224611,43.06877116,46.01458786
MANI,G,24,212,0.1938,0.2386,0.1604,1107.89,1031.45,3339.6,2301,543.873,1869.56,40.92626855,43.0751363,45.97533117
MANI,G,24,213,0.1954,0.231,0.1596,1193.28,1104.89,1849.22,2130.86,562.868,1988.8,40.93294024,43.07773051,45.96296799
MANI,G,24,214,0.2178,0.2362,0.1461,1189.88,959.581,3318.8,2478.92,418.972,2124.79,40.93513856,43.07670885,45.98118759
MANI,G,24,215,0.1992,0.232,0.1587,1105.3,1105.3,16669,2486.92,596.86,1755.47,41.04155961,43.01611494,45.94865405
MANI,G,24,216,0.183,0.2255,0.1464,1564.58,1415.57,3334,2286.69,521.526,1857.94,40.92078117,43.00039007,45.87999765
MANI,G,24,217,0.1929,0.2332,0.1497,1247.42,1247.42,8357,1871.12,712.81,1761.06,40.92352961,43.01212432,45.96814976
MANI,G,24,218,0.2108,0.2342,0.1869,286.221,263.381,639.885,561.642,419.254,354.369,40.97245899,43.05066454,45.98032351
MANI,G,24,219,0.2193,0.239,0.2117,178.12,166.151,307.278,362.756,225.348,194.418,40.91364076,43.00568735,45.87452451
MANI,G,24,220,0.2145,0.2385,0.1855,172.605,155.429,426.231,296.88,224.909,183.259,40.93722055,43.00863921,45.92352141
MANI,G,24,221,0.1799,0.2259,0.2348,0,0,0,0,130.773,0,40.23978643,42.28755264,44.74978578
MANI,G,24,222,0.235,0.2436,0.2216,135.728,126.953,289.351,231.913,152.606,138.277,40.8299,43.0223,45.9675
MANI,G,24,223,0.2215,0.2418,0.229,124.881,114.225,272.733,209.021,176.479,134.575,40.8568,43.0874,45.994
MANI,G,24,224,0.1862,0.2238,0.1425,1268.13,1325.77,2700,2243.62,373.936,1535.11,40.8466,43.139,46.0936
MANI,G,24,225,0.1987,0.2319,0.1478,1249.33,999.467,1525.45,2498.67,416.444,1998.93,40.8506,43.1093,46.046
MANI,G,24,226,0.2061,0.2403,0.1706,392.75,364.012,1190.21,746.225,328.011,514.638,40.852,43.0979,46.0107
MANI,G,24,227,0.2443,0.2502,0.2159,119.691,109.57,161.67,197.371,156.858,129.017,40.903,42.967,45.847
MANI,G,24,228,0.2455,0.2472,0.2414,86.51,79.125,162.265,145.456,154.547,90.191,40.903,42.967,45.847
MANI,G,24,229,0.2125,0.2342,0.2026,162.169,151.868,305.333,318.933,215.82,187.608,40.903,42.967,45.847
MANI,G,24,230,0.222,0.2361,0.2053,149.798,137.944,416.25,318.925,243.115,175.503,40.903,42.967,45.847
MANI,G,24,231,0.2052,0.2246,0.1839,190.902,172.176,219.297,373.681,214.183,201.874,40.903,42.967,45.847
MANI,G,24,232,0.2091,0.2465,0.1873,156.268,140.042,551.9,312.537,237.528,173.632,40.903,42.967,45.847
MANI,G,24,232,0.2091,0.2465,0.1873,156.268,140.042,551.9,312.537,237.528,173.632,40.903,42.967,45.847
MANI,G,24,233,0.1886,0.2331,0.1657,953.433,841.206,1596.7,2383.583,381.373,1787.688,40.903,42.967,45.847
MANI,G,24,234,0.2119,0.2314,0.1451,1992.667,1299.565,8366.000,4270.000,459.846,4270.000,40.903,42.967,45.847
MANI,J,24,100,0.2217,0.1626,0.1351,20.0733,19.9688,32.2222,20.0733,93.5122,20.0733,38.89423418,42.9115515,42.16224138
MANI,J,24,101,0.2315,0.1918,0.1503,17.19,16.8856,11.8611,18.2011,126.211,17.4718,39.09673615,42.86647556,43.56146646
MANI,J,24,102,0.226,0.1997,0.1207,18.1031,18.6732,17.5897,24.0761,121.615,20.577,39.20260982,43.06479764,43.93695335
MANI,J,24,103,0.2671,0.217,0.1225,64.4595,32.3356,27.1754,100.421,132.5,67.6596,39.20201962,43.10594402,44.10942544
MANI,J,24,104,0.2641,0.1841,0.1996,22.2708,19.6224,16.8169,29.8789,157.721,20.4268,39.21204079,43.119869,43.1369783
MANI,J,24,105,0.2213,0.1777,0.1228,17.2559,17.2212,14.6628,17.6048,147.338,17.4444,39.20931683,43.13969928,43.64282316
MANI,J,24,106,0.2201,0.1728,0,26.4176,26.4904,0,26.9356,88.2202,26.9356,39.23184084,43.12263464,
MANI,J,24,107,0.2033,0.1638,0.1053,27.5367,27.5367,20.7521,27.6932,147.697,27.6147,39.23547366,43.12830324,43.95288303
MANI,J,24,108,0.2048,0.1616,0.1104,27.3305,27.3305,20.5862,27.4858,140.217,27.4858,39.21115537,43.12644141,43.45950586
MANI,J,24,109,0.2466,0.1991,0.1924,17.8386,18.1221,13.7159,18.6798,101.149,18.076,39.29990356,43.14051352,43.91939637
MANI,J,24,110,0.2153,0.1661,0.1142,29.2523,29.2462,28.1875,29.3404,147.591,29.3404,39.20590309,43.11561762,44.00950665
MANI,J,24,111,0.202,0.1641,0.1143,28.7083,28.7083,28.7083,28.967,122.101,28.7083,39.26991967,43.16745801,44.08139125
MANI,J,24,112,0.2146,0.1761,0.1297,19.499,19.5285,19.5325,20.153,135.394,19.8206,39.25124328,43.13290323,44.02943196
MANI,J,24,113,0.207,0.1688,0.121,23.9631,24.0173,24.0173,24.2015,156.919,24.2015,39.26834358,43.1474355,44.08790215
MANI,J,24,114,0.2155,0.1605,0.1331,26.8357,27.0562,26.8357,27.2147,152.921,27.138,39.32614953,43.19841171,44.12312163
MANI,J,24,115,0.2377,0.1857,0.1465,19.3406,19.3713,19.3573,20.0599,151.703,19.6937,39.31102471,43.20245209,44.14483967
MANI,J,24,116,0.2541,0.2077,0.1697,14.7473,14.7743,14.9173,16.14,111.291,15.2648,39.37384973,43.23662031,44.18154924
MANI,J,24,117,0.2093,0.1813,0.1484,24.3059,24.3608,24.4274,37.9646,132,31.6605,39.65108725,43.09647978,43.98801585
MANI,J,24,118,0.2153,0.1752,0.1397,33.531,33.1418,33.7891,34.4661,146.627,34.0591,39.64420333,43.04125535,43.89833545
MANI,J,24,119,0.2268,0.1853,0.1446,29.042,28.0261,28.1749,29.5749,98.6837,28.2778,39.33690361,43.29071355,44.20934202
MANI,J,24,120,0.2317,0.1644,0.1201,27.8743,27.4817,27.4789,28.6941,150.092,27.7159,39.3903558,43.31443214,44.24594567
MANI,J,24,121,0.2107,0.1676,0.1317,27.8619,28.1091,27.7725,28.5477,136.441,28.2006,39.40053815,43.4155994,44.33227684
MANI,J,24,122,0.2161,0.1729,0.1292,21.727,21.8424,21.9019,21.9645,154.596,21.9645,39.34662966,43.73738027,44.6065431
MANI,J,24,123,0.2134,0.1596,0.1165,29.3021,29.3021,29.3021,29.3021,134.708,29.3021,39.5417922,43.55202062,44.39124742
MANI,J,24,124,0.2185,0.1556,0.1231,26.8315,27.0446,26.892,27.2837,161.883,27.2837,39.50302502,43.50027809,44.34005974
MANI,J,24,125,0.2223,0.1735,0.1375,32.4595,32.5661,32.5661,33.131,181.283,32.7918,39.50389211,43.49939646,44.28091968
MANI,J,24,126,0.2461,0.1783,0.1368,42.5325,40.5992,40.5992,47.4638,209.043,40.7676,39.46959188,43.49848361,44.284368
MANI,J,24,127,0.2218,0.1735,0.1519,40.3417,40.1743,40.3417,40.6807,140.319,40.6807,39.55884295,43.56039451,44.36568212
MANI,J,24,128,0.2055,0.1674,0.1261,31.7525,31.7525,31.8576,32.2852,168.789,32.2852,39.55143548,43.53420615,44.32661818
MANI,J,24,129,0.2142,0.1662,0.1251,35.7537,35.7537,35.7537,36.4232,143.015,36.4232,39.62903963,43.6313663,44.38264803
MANI,J,24,130,0.2179,0.1698,0.1246,36.6,36.4398,36.4549,37.4479,144.761,37.1609,39.69683193,43.70578768,44.48274724
MANI,J,24,131,0.2042,0.1614,0.115,37.7181,37.7181,37.7181,38.3098,217.089,38.3098,39.71934603,43.70680725,44.50817893
MANI,J,24,132,0.2371,0.1845,0.144,37.2281,37.2281,37.2281,37.3702,135.986,37.3702,39.61943297,43.66755183,44.41001941
MANI,J,24,133,0.2269,0.1881,0.1468,40.2851,38.6865,38.6865,40.6208,171.035,40.4523,39.68272163,43.69882039,44.46741204
MANI,J,24,134,0.2088,0.1689,0.1274,61.0438,61.0438,61.0438,61.4277,150.262,61.4277,39.70761999,43.70912162,44.53118346
MANI,J,24,135,0.2049,0.16,0.1196,40.9237,41.0979,41.0979,41.0979,148.585,41.0979,39.73041483,43.7162456,44.51021951
MANI,J,24,136,0.2147,0.1569,0.1174,39.709,39.7049,39.709,40.8819,179.426,40.8819,39.73033927,43.69575764,44.5056559
MANI,J,24,137,0.2071,0.1622,0.1303,37.9922,37.9922,38.1406,39.6911,162.733,38.4409,39.6332101,43.61562564,44.49367192
MANI,J,24,138,0.1965,0.1697,0.1287,49.4463,49.4294,49.4124,50.5896,218.8,50.0114,39.91357091,43.4332229,44.30018286
MANI,J,24,139,0.1833,0.1673,0.1297,167,166.977,167,167,367.4,167,40.41089401,43.06326531,43.80711468
MANI,J,24,140,0.2042,0.1675,0.1263,43.3511,43.3511,43.3511,43.9369,154.825,43.9369,39.63955592,43.58005946,44.4802235
MANI,J,24,141,0.2073,0.1765,0.1391,38.5873,38.4269,38.5873,47.6667,231.524,39.0522,39.67527069,43.65917927,44.5296422
MANI,J,24,142,0.1985,0.1595,0.112,33.9618,33.9514,33.9618,58.9217,160.344,34.1993,39.59521337,43.60738317,44.43544265
MANI,J,24,143,0.2076,0.158,0.1188,40.1033,40.095,40.0826,57.0882,183.113,40.4375,39.67396901,43.6430338,44.47987836
MANI,J,24,144,0.1995,0.1542,0.1115,54.9205,54.9205,54.9205,261.243,166.655,55.2343,39.72856808,43.68675771,44.53420236
MANI,J,24,145,0.2135,0.1926,0.1673,38.2078,43.6906,44.8986,102.558,147.621,55.0452,39.64619282,43.64155804,44.46113107
MANI,J,24,146,0.2195,0.1888,0.169,62.0382,67.6389,70.0719,487,202.917,173.929,39.67897558,43.68208419,44.48566735
MANI,J,24,147,0.2035,0.1925,0.1698,55.5227,65.5839,75.7519,375.846,217.156,287.412,39.70640672,43.67626113,44.49863911
MANI,J,24,148,0.2255,0.273,0.2576,39.168,115.2,144,445.091,168.828,337.655,39.67607665,43.65181781,44.48795956
MANI,J,24,149,0.2484,0.2719,0.2314,64.5563,171.018,211.913,1218.5,157.226,609.25,39.68469405,43.6959684,44.51151005
MANI,J,24,150,0.2219,0.2334,0.2125,67.0759,109.281,123.114,540.333,211.435,126.312,39.77441813,43.725365,44.55067859
MANI,J,24,151,0.2057,0.1687,0.13,53.0865,53.0865,53.0865,545.611,218.244,53.6667,39.72948959,43.69115161,44.54294878
MANI,J,24,152,0.21,0.1668,0.122,44.65,44.65,44.65,115.565,155.921,44.8539,39.70456612,43.671017,44.50066171
MANI,J,24,153,0.2171,0.1834,0.1408,66.7192,66.7192,66.7192,231.929,231.929,68.5986,39.81935595,43.70182733,44.58187044
MANI,J,24,154,0.2068,0.1734,0.1298,65.698,66.5918,66.5918,337.552,208.277,67.5103,39.86354075,43.68015119,44.56949637
MANI,J,24,155,0.2145,0.1699,0.123,71.8162,71.8162,71.8162,375.654,212.326,73.4361,39.80763981,43.6907853,44.59639603
MANI,J,24,156,0.2215,0.1666,0.1198,61.3438,60.9627,60.9627,467.381,188.75,61.7296,39.84370441,43.69125917,44.67006927
MANI,J,24,157,0.2199,0.1758,0.1369,87.9189,90.3611,91.2056,390.36,199.163,92.066,39.92157858,43.80473409,44.77601189
MANI,J,24,158,0.2201,0.1649,0.1254,48.5347,46.2453,46.2453,68.5594,175.071,46.4645,39.81531098,43.71349449,44.69084047
MANI,J,24,159,0.192,0.1724,0.1348,133.696,133.696,133.696,191.974,374.35,138.648,40.57386484,43.26078536,44.04308802
MANI,J,24,160,0.2039,0.1683,0.1209,56.0343,56.0343,56.0343,56.6821,160.754,56.6821,39.91056926,43.79215786,44.73811952
MANI,J,24,161,0.2121,0.1627,0.1214,49.2814,49.2814,49.2814,49.7817,204.312,49.7817,39.87219541,43.77558887,44.69918426
MANI,J,24,162,0.2088,0.172,0.1332,55.6215,55.6158,55.6215,57.2384,169.741,57.2384,39.83967918,43.82000203,44.66626041
MANI,J,24,163,0.212,0.167,0.122,55.2373,56.1897,56.5145,57.1754,174.589,57.1754,39.84856287,43.85063912,44.70502096
MANI,J,24,164,0.2178,0.1669,0.1313,37.8962,38.0386,38.1899,39.5703,223.932,38.4883,39.87797833,43.90044661,44.71822795
MANI,J,24,165,0.2086,0.1505,0.1091,38.9681,39.2811,39.2811,39.7602,217.356,39.7602,39.8772954,43.94580309,44.73988345
MANI,J,24,166,0.2103,0.156,0.1151,35.2419,35.7582,35.7582,36.4254,199.224,36.4254,39.8940327,43.94973881,44.74818191
MANI,J,24,167,0.2167,0.1695,0.1285,47.351,47.351,47.351,47.351,133.095,47.351,39.92278065,43.89747182,44.72105798
MANI,J,24,168,0.226,0.172,0.1363,34.393,34.5141,34.5141,36.5746,163.367,34.7589,39.92941127,43.94125689,44.73000408
MANI,J,24,169,0.2298,0.1664,0.127,46.6493,46.4292,46.4292,48.0146,213.978,48.0146,39.91057347,43.93352296,44.68249695
MANI,J,24,170,0.2132,0.1583,0.1143,45.5926,45.5926,45.5926,46.8952,153.875,46.8952,40.06541563,43.94653737,44.76652112
MANI,J,24,171,0.2038,0.1592,0.113,51.7196,52.5538,52.5538,54.0055,195.5,54.0055,40.06653815,44.0208491,44.78347826
MANI,J,24,172,0.2276,0.1629,0.1306,57.4971,57.1628,57.4971,58.5238,185.509,58.5238,40.00058039,43.98310618,44.73967657
MANI,J,24,173,0.2106,0.161,0.1392,54.0165,54.0165,54.3149,55.2303,218.467,55.2303,40.04979773,43.9812875,44.75174413
MANI,J,24,174,0.2391,0.2159,0.18,60.5988,60.5988,60.5988,62.9295,172.228,61.3563,40.06612877,44.00845472,44.82098401
MANI,J,24,175,0.2368,0.1968,0.1568,49.8173,49.8173,49.8173,50.0714,178.436,50.0714,40.06521277,43.94394742,44.76530467
MANI,J,24,176,0.2277,0.1673,0.1644,58.2454,57.8902,58.6049,58.9689,169.536,58.9689,39.8494127,43.87895735,44.69530279
MANI,J,24,177,0.2085,0.1579,0.1122,49.5063,50.4459,50.4522,50.7756,198.025,50.7756,39.71927204,44.02326726,44.97856602
MANI,J,24,178,0.2024,0.1658,0.1273,42.6652,42.6652,42.6652,43.4204,155.762,43.4204,39.98119734,43.83147865,44.70741873
MANI,J,24,179,0.1951,0.1562,0.115,35.2842,35.2842,35.2842,36.1956,153.266,36.1956,39.9835136,43.85836901,44.70415902
MANI,J,24,180,0.2035,0.1623,0.1241,38.9444,38.9444,38.9444,39.256,138.225,39.256,39.96789384,43.83544936,44.77054508
MANI,J,24,181,0.1918,0.1697,0.128,50.269,50.2515,50.269,50.8639,171.92,50.8639,40.32443465,43.60838665,44.48855814
MANI,J,24,182,0.1831,0.1859,0.148,258.444,258.296,240.621,303.391,775.333,303.391,40.96767371,43.18288417,43.83974212
MANI,J,24,183,0.1856,0.159,0.1371,54.3974,54.3974,54.7484,55.8289,176.792,55.8289,40.45100021,43.65924355,44.5113939
MANI,J,24,184,0.2125,0.1555,0.117,31.1302,31.0316,31.0285,31.3291,148.576,31.3291,40.07479286,43.91926372,44.85402346
MANI,J,24,185,0.1909,0.1508,0.108,38.1992,38.1992,38.1992,38.5,133.959,38.5,40.00031748,43.90013294,44.7974026
MANI,J,24,186,0.2013,0.1533,0.1299,25.1709,25.1709,25.1709,25.4304,170.121,25.4304,39.92244651,43.89273483,44.75637727
MANI,J,24,187,0.2129,0.1662,0.1453,34.0833,33.955,34.0833,34.5634,163.6,34.5634,39.95299889,43.92594253,44.77879405
MANI,J,24,188,0.2131,0.1625,0.1377,34.1736,33.9379,34.1736,34.5333,142.638,34.5333,39.93218781,43.9245377,44.75850437
MANI,J,24,189,0.2111,0.1697,0.1332,36.461,36.4535,36.4572,37.2928,175.143,37.2928,39.9525045,43.93041705,44.71137847
MANI,J,24,190,0.204,0.1695,0.1261,36.2185,36.2185,36.2185,36.6255,181.093,36.6255,39.97130695,43.91838634,44.7622354
MANI,J,24,191,0.1948,0.1536,0.1097,40.3636,40.3595,40.3471,41.3898,148,41.3898,39.95131852,43.875,44.7515617
MANI,J,24,192,0.2033,0.1815,0.1418,42.4805,42.4805,42.4805,43.0395,178.418,43.0395,39.95290812,43.89969428,44.74641802
MANI,J,24,193,0.2158,0.1732,0.1487,67.3493,66.8912,67.3493,68.2847,156.079,68.2847,39.96632854,43.90700702,44.79467101
MANI,J,24,194,0.2011,0.1701,0.1265,42.0128,42.0128,42.0128,42.9301,163.85,42.9301,39.99415135,43.92125928,44.83458448
MANI,J,24,195,0.1932,0.1579,0.1122,38.7075,38.7036,38.7075,39.4879,150.662,39.4879,39.87542197,43.92229371,44.76490709
MANI,J,24,196,0.2354,0.1768,0.1524,40.428,40.098,40.2623,40.9333,172.351,40.9333,39.89336364,43.92057207,44.76710098
MANI,J,24,197,0.2088,0.161,0.132,29.0413,28.95,29.0413,29.7432,166.864,29.7432,39.90371916,43.86660234,44.74044887
MANI,J,24,198,0.2234,0.1811,0.1385,36.461,36.3259,36.3259,37.1515,158.194,37.1515,39.86869302,43.82448522,44.71412844
MANI,J,24,199,0.2051,0.179,0.135,32.9865,32.9865,32.9865,33.098,141.986,33.098,39.8397475,43.84502399,44.70177605
MANI,J,24,200,0.202,0.1531,0.1107,37.1098,37.1061,37.1098,37.6808,146.224,37.6808,39.85563724,43.81037052,44.71971429
MANI,J,24,201,0.2159,0.1668,0.1482,36.0956,35.9634,36.0956,37.6169,160.951,36.363,39.81548796,43.77104593,44.69737244
MANI,J,24,202,0.2071,0.1709,0.1294,29.6858,29.6767,29.6858,30.4211,144.5,30.2338,39.78367747,43.78419178,44.71510125
MANI,J,24,203,0.193,0.1594,0.117,35.4343,35.4307,35.427,35.5641,115.583,35.5641,39.83224303,43.78642357,44.76141959
MANI,J,24,204,0.2264,0.2009,0.1602,40.2449,40.2449,40.2449,40.7438,156.508,40.7438,39.82988728,43.78353955,44.79087221
MANI,J,24,205,0.1897,0.1636,0.1191,91.9651,91.9651,91.9651,94.1548,232.618,94.1548,40.38047618,43.39402023,44.26276865
MANI,J,24,206,0.1924,0.1542,0.1091,37.3831,37.3831,37.3831,37.3831,126.714,37.3831,39.79695861,43.82403156,44.79947735
MANI,J,24,207,0.2018,0.1599,0.1147,37.6198,37.616,38.0538,38.2008,173.579,38.2008,39.75548482,43.72095421,44.70091975
MANI,J,24,208,0.2066,0.1707,0.1243,34.8794,34.8794,34.8794,35.1286,146.806,35.1286,39.78761143,43.81411729,44.77897144
MANI,J,24,209,0.2107,0.1674,0.1314,33.3017,33.1892,33.3017,33.529,166.508,33.529,39.73347209,43.85610749,44.74390269
MANI,J,24,210,0.2043,0.1637,0.1211,30.1472,30.052,30.1472,30.5217,134.63,30.24,39.77440417,43.82995523,44.7186082
MANI,J,24,211,0.1895,0.1542,0.1101,34.1349,34.1315,34.1349,34.7359,173.07,34.7359,39.80271341,43.88782565,44.78783702
MANI,J,24,212,0.2043,0.1739,0.1295,30.5963,30.5963,30.6916,31.0789,140.743,31.0789,39.77555977,43.90157328,44.75849574
MANI,J,24,213,0.21,0.1698,0.1373,29.848,29.848,29.848,30.4025,204.583,30.4025,39.79673111,43.93411405,44.77834012
MANI,J,24,214,0.1999,0.1647,0.1187,24.8889,24.8889,24.8889,25.2072,149.333,25.2072,39.79050395,43.88882914,44.72415787
MANI,J,24,215,0.1994,0.156,0.108,35.9636,34.947,34.947,36.903,145.441,35.5755,39.89322571,43.86504246,44.68444355
MANI,J,24,216,0.1971,0.1737,0.1294,31.4904,31.5911,31.5911,31.8968,154.5,31.8968,39.7878578,43.86125999,44.66090606
MANI,J,24,217,0.206,0.1753,0.1342,35.7004,35.5719,35.5719,36.2234,141.271,36.2234,39.84283461,43.91000101,44.75436343
MANI,J,24,218,0.2087,0.1621,0.1229,22.3059,22.2317,22.2971,22.5045,176.372,22.4379,39.2379373,43.81869726,44.61950158
MANI,J,24,219,0.2224,0.1727,0.1467,24.2587,24.2512,24.1911,25.0694,195.04,24.7513,39.79637796,43.86622564,44.69237949
MANI,J,24,220,0.2124,0.1797,0.1407,30.7956,30.6031,30.5047,31.3878,153.016,31.1879,39.79472102,43.84533388,44.72397631
MANI,J,24,221,0.1734,0.1448,0.0983,41.44,41.44,41.44,41.44,57.5556,41.44,40.15041706,43.80482625,44.89700772
MANI,J,24,222,0.2268,0.2013,0.1558,32.0528,32.6768,32.2458,33.8397,107.911,32.5906,38.1544,43.834,44.7715
MANI,J,24,223,0.2409,0.1922,0.1647,25.0129,25.0724,25.0594,25.9492,124.423,25.4058,38.1393,43.7912,44.7657
MANI,J,24,224,0.2067,0.1705,0.1223,39.795,39.7824,39.7741,40.6453,176.13,40.1308,38.126,43.8696,44.9369
MANI,J,24,225,0.2123,0.1712,0.1429,36.4074,36.2731,36.4074,36.4074,134.658,36.4074,38.145,43.8033,44.8392
MANI,J,24,226,0.2029,0.1876,0.1408,59.5324,59.9203,59.9348,61.7537,243.382,61.2963,38.4314,43.3521,44.3174
MANI,J,24,227,0.2108,0.2036,0.1882,109.54,109.524,116.898,130.208,431.312,121.07,81.334,42.967,43.749
MANI,J,24,228,0.2418,0.1982,0.1954,26.009,25.918,26.601,27.664,128.577,26.461,81.334,42.967,43.749
MANI,J,24,229,0.2087,0.1673,0.1209,35.889,35.886,35.889,35.889,105.717,35.889,81.334,42.967,43.749
MANI,J,24,230,0.2088,0.1593,0.1185,36.433,36.425,36.429,38.593,125.179,36.845,81.334,42.967,43.749
MANI,J,24,231,0.1994,0.1523,0.1066,42.341,42.341,42.029,42.341,178.625,42.341,81.334,42.967,43.749
MANI,J,24,232,0.2339,0.2071,0.1611,26.427,26.263,26.31,30.167,92.24,26.721,81.334,42.967,43.749
MANI,J,24,232,0.2339,0.2071,0.1611,26.427,26.263,26.31,30.167,92.24,26.721,81.334,42.967,43.749
MANI,J,24,233,0.2318,0.1881,0.1627,37.875,37.564,38.02,38.028,142.318,38.028,81.334,42.967,43.749
MANI,J,24,234,0.1999,0.1637,0.1172,38.628,38.628,38.628,38.936,114.976,38.936,81.334,42.967,43.749
MANI,R,24,100,0.3039,0.2301,0.2225,291.483,256.152,0,444.895,301.893,367.522,43.11044761,43.52075695,
MANI,R,24,101,0.3263,0.233,0.1489,280.31,268.946,0,485.415,201.03,349.158,43.45453145,43.76858578,
MANI,R,24,102,0.3312,0.2501,0.1288,191.873,244.637,0,455.14,219.899,275.648,43.06545144,43.56034033,
MANI,R,24,103,0.3017,0.2392,0.2597,245.848,281.449,0,441.409,183.226,308.286,42.79400116,43.2731175,
MANI,R,24,104,0.333,0.2617,0.26,143.044,128.834,0,262.892,169.165,169.165,42.82846644,43.21794252,
MANI,R,24,105,0.3452,0.2501,0.3302,137.804,157.149,0,218.586,316.95,177.729,42.65078156,43.14515945,
MANI,R,24,106,0.2988,0.2223,0,351.556,358.189,0,527.333,267.38,441.488,42.51371534,43.18684363,
MANI,R,24,107,0.3176,0.2304,0.1846,705.393,759.654,0,1039.53,506.436,940.524,42.15069608,42.84968617,
MANI,R,24,108,0.323,0.2153,0.2126,1087.06,1222.94,0,1956.7,383.667,1304.47,42.51488472,43.17820133,
MANI,R,24,109,0.331,0.2277,0.1345,136.683,131.028,0,246.74,204.29,158.325,43.22813327,43.57198253,
MANI,R,24,110,0.3084,0.232,0.2299,340.473,367.176,0,550.765,535.029,445.857,42.85279436,43.50963058,
MANI,R,24,111,0.3345,0.2341,0.1573,614.4,614.4,0,970.105,271.059,737.28,42.5942932,43.1452381,
MANI,R,24,112,0.3231,0.2549,0.2012,167.282,173.528,151.833,278.803,227.173,193.695,42.70864526,43.04549111,
MANI,R,24,113,0.3217,0.2332,0.1644,266.521,278.279,0,420.511,278.279,344.055,42.76682421,43.28394781,
MANI,R,24,114,0.3108,0.239,0.3508,136.724,134.857,0,217.857,319.758,145.772,42.59474829,43.10704019,
